reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,label,cleaning,case_folding,tokenisasi,normalize,stopwordsremoval,stemming
21c338cf-9b68-4a20-8ae2-11b9d253637b,Rasito Rasito,https://play-lh.googleusercontent.com/a-/ALV-UjXNQBO-OgfksfeymT2JXtrVbuSXiPTmM5wtv3WjsCuK8qI_Q8yf,baik sekali,5,0,4.13.0,2025-07-22 07:10:33,,,4.13.0,Positif,baik sekali,baik sekali,"['baik', 'sekali']",baik sekali,"['baik', 'sekali']","['baik', 'sekali']"
a65bb402-d777-4027-94c4-f75c8cc7b877,Junaedi bali,https://play-lh.googleusercontent.com/a-/ALV-UjUwVdQ76tOcmwrIgRevtGjdXG1IebKcySpd64ThNarPorrVwGU,luar biasa,4,0,4.13.0,2025-07-22 07:07:22,,,4.13.0,Positif,luar biasa,luar biasa,"['luar', 'biasa']",luar biasa,"['luar', 'biasa']","['luar', 'biasa']"
7de40c21-88a6-44d6-a9a4-86ac02fdb33f,S yofi Heryanto,https://play-lh.googleusercontent.com/a/ACg8ocKNKjiyH0Y_TFdg4K7JK2ZntM-z1mEKJb80tW_WUoql_HbGAg=mo,Ternyata Apk bukan yang saya cari ini gratis daftarnya saja berbayar bulanan. Yang bener gratis urus manual ke instansi pemerintah jan payah Apk ni,1,0,,2025-07-22 07:06:13,,,,Negatif,ternyata apk bukan yang saya cari ini gratis daftarnya saja berbayar bulanan yang bener gratis urus manual ke instansi pemerintah jan payah apk ni,ternyata apk bukan yang saya cari ini gratis daftarnya saja berbayar bulanan yang bener gratis urus manual ke instansi pemerintah jan payah apk ni,"['ternyata', 'apk', 'bukan', 'yang', 'saya', 'cari', 'ini', 'gratis', 'daftarnya', 'saja', 'berbayar', 'bulanan', 'yang', 'bener', 'gratis', 'urus', 'manual', 'ke', 'instansi', 'pemerintah', 'jan', 'payah', 'apk', 'ni']",ternyata apakah bukan yang saya cari ini gratis daftarnya saja berbayar bulanan yang benar gratis urus manual ke instansi pemerintah jangan payah apakah nih,"['ternyata', 'bukan', 'cari', 'gratis', 'daftarnya', 'berbayar', 'bulanan', 'gratis', 'manual', 'instansi', 'pemerintah', 'payah']","['ternyata', 'bukan', 'cari', 'gratis', 'daftarnya', 'berbayar', 'bulanan', 'gratis', 'manual', 'instansi', 'pemerintah', 'payah']"
3911c643-8014-4bdd-bbd3-644b9ecf572c,Guruh Rachmad Saputro,https://play-lh.googleusercontent.com/a/ACg8ocIIuX09BvQefvuWGkIJPlwz3OARMprpQRl4LqLEi-rYl-_TLg=mo,kebanyakan versi cok,1,0,4.13.0,2025-07-22 07:01:39,,,4.13.0,Negatif,kebanyakan versi cok,kebanyakan versi cok,"['kebanyakan', 'versi', 'cok']",kebanyakan versi cok,"['kebanyakan', 'cok']","['kebanyakan', 'cok']"
37a13a1b-24b2-4b49-9703-c37900b1cdda,Tony Haryanto,https://play-lh.googleusercontent.com/a-/ALV-UjVPC7DytIAAjZzyxzeSJa-VK2rhEWAL-F-zSC71A9xEprLzdAT3,sangat bermanfaat baguss,5,0,4.13.0,2025-07-22 06:56:38,,,4.13.0,Positif,sangat bermanfaat baguss,sangat bermanfaat baguss,"['sangat', 'bermanfaat', 'baguss']",sangat bermanfaat bagus,"['sangat', 'bermanfaat', 'bagus']","['sangat', 'bermanfaat', 'bagus']"
245b101a-fb17-46c9-bc87-74482b39e4cf,Putri Isna annisa,https://play-lh.googleusercontent.com/a/ACg8ocJ7g62-OQryscuzF202FN8edyiSN3iXfWFBeOXqQV7TqYfEEg=mo,akun keluar dan layarnya jadi hitam,2,0,4.12.0,2025-07-22 06:46:21,,,4.12.0,Negatif,akun keluar dan layarnya jadi hitam,akun keluar dan layarnya jadi hitam,"['akun', 'keluar', 'dan', 'layarnya', 'jadi', 'hitam']",akun keluar dan layarnya jadi hitam,"['layarnya', 'hitam']","['layarnya', 'hitam']"
efdbd0c7-0d2b-435f-8b86-f3658b84ee9e,Irfan Maulana,https://play-lh.googleusercontent.com/a/ACg8ocJo9sl0LW0aByzND0gGOA5M1n7dpu5F9i0sWxTlq3pPGK6fXg=mo,"Bukannya mempermudah malah mempersulit,pas sudah di update malah keluar sendiri mau log in malah ga bisa minta kode OTP juga ga masuk masuk gimana sih ini aplikasi",1,0,4.13.0,2025-07-22 06:41:28,,,4.13.0,Negatif,bukannya mempermudah malah mempersulitpas sudah di update malah keluar sendiri mau log in malah ga bisa minta kode otp juga ga masuk masuk gimana sih ini aplikasi,bukannya mempermudah malah mempersulitpas sudah di update malah keluar sendiri mau log in malah ga bisa minta kode otp juga ga masuk masuk gimana sih ini aplikasi,"['bukannya', 'mempermudah', 'malah', 'mempersulitpas', 'sudah', 'di', 'update', 'malah', 'keluar', 'sendiri', 'mau', 'log', 'in', 'malah', 'ga', 'bisa', 'minta', 'kode', 'otp', 'juga', 'ga', 'masuk', 'masuk', 'gimana', 'sih', 'ini', 'aplikasi']",bukannya mempermudah malah mempersulitpas sudah di pembaruan malah keluar sendiri mau log in malah tidak bisa meminta kode otp juga tidak masuk masuk bagaimana sih ini aplikasi,"['bukannya', 'mempermudah', 'malah', 'mempersulitpas', 'pembaruan', 'malah', 'in', 'malah', 'meminta', 'bagaimana']","['bukannya', 'mempermudah', 'malah', 'mempersulitpas', 'pembaruan', 'malah', 'in', 'malah', 'meminta', 'bagaimana']"
cbad67ea-746b-4c8a-a3e7-a049827d0723,EL Vino Official,https://play-lh.googleusercontent.com/a/ACg8ocL3iPdeYxCqdhUi91KyfzmcYAOGEPD76_y-s7EO4-ywm-5DRhU=mo,good,5,0,4.12.0,2025-07-22 06:38:16,,,4.12.0,Positif,good,good,['good'],good,['good'],['good']
d3dcee1d-3bfa-47fb-9524-0b8385b6584c,Noviyanti Dwi,https://play-lh.googleusercontent.com/a/ACg8ocIDQUEAJaDmI0ZqxYbJPPBtgfefdxhNaHuWIL9wrBGKvuzOeQ=mo,"aplikasi nggak jelas menyebalkan, mau login aja susah, pasword salah, nik salah. padahal tidak pernah diganti. ribet menyebalkan , mempersulit",1,0,4.13.0,2025-07-22 06:37:18,,,4.13.0,Negatif,aplikasi nggak jelas menyebalkan mau login aja susah pasword salah nik salah padahal tidak pernah diganti ribet menyebalkan  mempersulit,aplikasi nggak jelas menyebalkan mau login aja susah pasword salah nik salah padahal tidak pernah diganti ribet menyebalkan  mempersulit,"['aplikasi', 'nggak', 'jelas', 'menyebalkan', 'mau', 'login', 'aja', 'susah', 'pasword', 'salah', 'nik', 'salah', 'padahal', 'tidak', 'pernah', 'diganti', 'ribet', 'menyebalkan', 'mempersulit']",aplikasi tidak jelas menyebalkan mau login saja susah pasword salah nik salah padahal tidak pernah diganti ribet menyebalkan mempersulit,"['jelas', 'menyebalkan', 'susah', 'pasword', 'nik', 'diganti', 'ribet', 'menyebalkan', 'mempersulit']","['jelas', 'menyebalkan', 'susah', 'pasword', 'nik', 'diganti', 'ribet', 'menyebalkan', 'mempersulit']"
993c5e34-4569-4603-b885-3b26c5b5c3df,Hanung Wahid,https://play-lh.googleusercontent.com/a/ACg8ocKmAdb7mzioCeTDwIDwUHVbnUa2p2thXpkSGFp4eI9ED8nlag=mo,oke,5,0,4.12.0,2025-07-22 06:35:59,,,4.12.0,Positif,oke,oke,['oke'],oke,[],[]
d21cdf46-cc91-4803-93a1-31dd721ba23d,Maulana Ibrahim,https://play-lh.googleusercontent.com/a/ACg8ocJA5BeacKz4PJzLGRxRWJVax3mZBbuCNsv_ZGciav4yRHF_JQ=mo,sangat membantu,5,0,,2025-07-22 06:35:05,,,,Positif,sangat membantu,sangat membantu,"['sangat', 'membantu']",sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']"
d6209074-38c6-4a83-8e73-3567780db2e5,Bandoso Tiga,https://play-lh.googleusercontent.com/a/ACg8ocLM32-4N7XYlQAbZ_9mdilVjBr0Sc3cBZONlGKoE-Ye7Cp41g=mo,"aplikasi kok gini.l, . udah ngebank hitam dari awal. buruk.....",1,0,,2025-07-22 06:33:02,,,,Negatif,aplikasi kok ginil  udah ngebank hitam dari awal buruk,aplikasi kok ginil  udah ngebank hitam dari awal buruk,"['aplikasi', 'kok', 'ginil', 'udah', 'ngebank', 'hitam', 'dari', 'awal', 'buruk']",aplikasi kok ginil sudah ngebank hitam dari awal buruk,"['ginil', 'ngebank', 'hitam', 'awal', 'buruk']","['ginil', 'ngebank', 'hitam', 'awal', 'buruk']"
f1a1c070-f596-4e0c-be2a-ec75730c2c62,umratil aula,https://play-lh.googleusercontent.com/a-/ALV-UjUg5-CsAb_uJ_tlBHI5eCF8a_zfcfM5HOUEkbP_BptjcSw_S_JW,nggak bisa verifikasi wajah padahal udah ikuti arahannya dengan benar.,1,0,4.12.0,2025-07-22 06:20:57,,,4.12.0,Negatif,nggak bisa verifikasi wajah padahal udah ikuti arahannya dengan benar,nggak bisa verifikasi wajah padahal udah ikuti arahannya dengan benar,"['nggak', 'bisa', 'verifikasi', 'wajah', 'padahal', 'udah', 'ikuti', 'arahannya', 'dengan', 'benar']",tidak bisa verifikasi wajah padahal sudah ikuti arahannya dengan benar,"['ikuti', 'arahannya']","['ikuti', 'arahannya']"
cb8d7e3e-8c71-46dd-92ac-e46286fc7ca8,Ninik Endah,https://play-lh.googleusercontent.com/a/ACg8ocKpT9Jg1qtaM7ENIHcrq7wdY9GlmAlgzwF-XjWvg8PVhtGUEQ=mo,"aplikasi bodoh! dikit² logout, dikit² logout. masukin password bener katanya salah. daftar di web, diarahkan ke aplikasi, tapi aplikasinya busuk! kalo masih belum bener ngebuat aplikasi, ga usah segala mewajibkan pake aplikasi yang masih mentah gini! lu lihat tuh apk lu, banyak cacatnya. dikit² update, bukannya makin bagus juga. terus update aplikasi buat apa? bukannya lebih baik juga, malah bikin penuh aplikasi. dikritik itu berbenah, jangan tutup mata mulu! ini juga demi kebaikan lu pada!",1,0,,2025-07-22 06:18:04,,,,Negatif,aplikasi bodoh dikit logout dikit logout masukin password bener katanya salah daftar di web diarahkan ke aplikasi tapi aplikasinya busuk kalo masih belum bener ngebuat aplikasi ga usah segala mewajibkan pake aplikasi yang masih mentah gini lu lihat tuh apk lu banyak cacatnya dikit update bukannya makin bagus juga terus update aplikasi buat apa bukannya lebih baik juga malah bikin penuh aplikasi dikritik itu berbenah jangan tutup mata mulu ini juga demi kebaikan lu pada,aplikasi bodoh dikit logout dikit logout masukin password bener katanya salah daftar di web diarahkan ke aplikasi tapi aplikasinya busuk kalo masih belum bener ngebuat aplikasi ga usah segala mewajibkan pake aplikasi yang masih mentah gini lu lihat tuh apk lu banyak cacatnya dikit update bukannya makin bagus juga terus update aplikasi buat apa bukannya lebih baik juga malah bikin penuh aplikasi dikritik itu berbenah jangan tutup mata mulu ini juga demi kebaikan lu pada,"['aplikasi', 'bodoh', 'dikit', 'logout', 'dikit', 'logout', 'masukin', 'password', 'bener', 'katanya', 'salah', 'daftar', 'di', 'web', 'diarahkan', 'ke', 'aplikasi', 'tapi', 'aplikasinya', 'busuk', 'kalo', 'masih', 'belum', 'bener', 'ngebuat', 'aplikasi', 'ga', 'usah', 'segala', 'mewajibkan', 'pake', 'aplikasi', 'yang', 'masih', 'mentah', 'gini', 'lu', 'lihat', 'tuh', 'apk', 'lu', 'banyak', 'cacatnya', 'dikit', 'update', 'bukannya', 'makin', 'bagus', 'juga', 'terus', 'update', 'aplikasi', 'buat', 'apa', 'bukannya', 'lebih', 'baik', 'juga', 'malah', 'bikin', 'penuh', 'aplikasi', 'dikritik', 'itu', 'berbenah', 'jangan', 'tutup', 'mata', 'mulu', 'ini', 'juga', 'demi', 'kebaikan', 'lu', 'pada']",aplikasi bodoh sedikit logout sedikit logout memasukkan password benar katanya salah daftar di web diarahkan ke aplikasi tapi aplikasinya busuk kalau masih belum benar ngebuat aplikasi tidak usah segala mewajibkan pakai aplikasi yang masih mentah begini kamu lihat itu apakah kamu banyak cacatnya sedikit pembaruan bukannya makin bagus juga terus pembaruan aplikasi buat apa bukannya lebih baik juga malah bikin penuh aplikasi dikritik itu berbenah jangan tutup mata mulu ini juga demi kebaikan kamu pada,"['bodoh', 'sedikit', 'logout', 'sedikit', 'logout', 'memasukkan', 'katanya', 'web', 'diarahkan', 'busuk', 'ngebuat', 'usah', 'segala', 'mewajibkan', 'mentah', 'begini', 'lihat', 'banyak', 'cacatnya', 'sedikit', 'pembaruan', 'bukannya', 'makin', 'bagus', 'pembaruan', 'bukannya', 'baik', 'malah', 'bikin', 'penuh', 'dikritik', 'berbenah', 'mata', 'mulu', 'kebaikan']","['bodoh', 'sedikit', 'logout', 'sedikit', 'logout', 'memasukkan', 'katanya', 'web', 'diarahkan', 'busuk', 'ngebuat', 'usah', 'segala', 'mewajibkan', 'mentah', 'begini', 'lihat', 'banyak', 'cacatnya', 'sedikit', 'pembaruan', 'bukannya', 'makin', 'bagus', 'pembaruan', 'bukannya', 'baik', 'malah', 'bikin', 'penuh', 'dikritik', 'berbenah', 'mata', 'mulu', 'kebaikan']"
9164a0bc-5662-4207-9d1a-c4b41f9cd7e3,Yohannes Raja Oloan S,https://play-lh.googleusercontent.com/a/ACg8ocLKiCKIjv1Ene1WxY6NrV2N2NzZoERvD9e-6odvbWWgjRTc-A=mo,makasih,5,0,,2025-07-22 06:18:03,,,,Positif,makasih,makasih,['makasih'],terima kasih,[],[]
9d43ff7e-67d5-4861-b25f-23960f2c0429,tama sabian,https://play-lh.googleusercontent.com/a-/ALV-UjVBl4Fwwn0aTc_4Ozr7fUOsdRzpt9YmvyHWQeORCiujX0worIk,mantab,5,0,,2025-07-22 06:12:02,,,,Positif,mantab,mantab,['mantab'],mantap,['mantap'],['mantap']
e7ae42a3-ad06-4b73-8bd6-b65bd550f378,Ditra Hermawan,https://play-lh.googleusercontent.com/a-/ALV-UjUl9BNFKOVhaymvmQCof-V9F0HYcUau87wIiA6C9SdheYAA0oGh,singkronisasi di klinik masih susah untuk pendaftaran,1,0,4.13.0,2025-07-22 06:11:57,,,4.13.0,Negatif,singkronisasi di klinik masih susah untuk pendaftaran,singkronisasi di klinik masih susah untuk pendaftaran,"['singkronisasi', 'di', 'klinik', 'masih', 'susah', 'untuk', 'pendaftaran']",singkronisasi di klinik masih susah untuk pendaftaran,"['singkronisasi', 'klinik', 'susah', 'pendaftaran']","['singkronisasi', 'klinik', 'susah', 'pendaftaran']"
51bd116f-4e80-4c5a-98c8-6a209d96e36f,Khairil Anwar,https://play-lh.googleusercontent.com/a/ACg8ocIGGzObLN6XMWe_ll0PbffwQXd2aF8QCnaY5e93o3QWAkj4pg=mo,sangat bagus,5,0,4.12.0,2025-07-22 06:11:30,,,4.12.0,Positif,sangat bagus,sangat bagus,"['sangat', 'bagus']",sangat bagus,"['sangat', 'bagus']","['sangat', 'bagus']"
6f927558-1d33-4848-9fbb-c1fea9296ab9,Satria Efendi,https://play-lh.googleusercontent.com/a-/ALV-UjW0-fz7BAvDUU0eKH1b4ePxRk4L-UlNn-m9bRpAOFGhf0FD12g,uninstall,1,0,4.12.0,2025-07-22 06:04:49,,,4.12.0,Negatif,uninstall,uninstall,['uninstall'],uninstall,['uninstall'],['uninstall']
7a9c042b-793f-4d16-ab3b-92ffb92fd54c,tri tedijunilianto,https://play-lh.googleusercontent.com/a-/ALV-UjX5mHN2Xfl_RfclBzlz82_l300CZQ0kvIkHkC6BXRzWme0yM47sUg,bagus,5,0,4.13.0,2025-07-22 05:59:42,,,4.13.0,Positif,bagus,bagus,['bagus'],bagus,['bagus'],['bagus']
4f40b3ef-faea-4ac8-a77d-78871d4aefea,Maryani Mahmud,https://play-lh.googleusercontent.com/a-/ALV-UjUIbPu4pmdya9--L0eO_xvlg9lWJ89WIYTSq0I4EtlcPD4m_u4,memudahkan untuk urusan,5,0,,2025-07-22 05:49:23,,,,Positif,memudahkan untuk urusan,memudahkan untuk urusan,"['memudahkan', 'untuk', 'urusan']",memudahkan untuk urusan,['memudahkan'],['memudahkan']
e1cf190a-cf07-4ef5-a016-ee908589f6b2,LUKMAN SHOBY,https://play-lh.googleusercontent.com/a-/ALV-UjXHjXcs5MjRZD-BR6k7WU-F6nLVzNMZFCqQEJEe2O2noNF-oahg,good,5,0,4.12.0,2025-07-22 05:48:52,,,4.12.0,Positif,good,good,['good'],good,['good'],['good']
99efd010-b81f-4f5c-b9a5-676f021e1d73,Semeleh TV,https://play-lh.googleusercontent.com/a-/ALV-UjVwL2oY0aQq7Z4fpYh-WtrTMUqzxdaRyZ7OALsILJRRtoIvMgcS,ok,5,0,,2025-07-22 05:43:23,,,,Positif,ok,ok,['ok'],oke,[],[]
026024e5-7c74-4828-bd0f-7afa0e6be50f,Nurbaya,https://play-lh.googleusercontent.com/a/ACg8ocIWtXUfoBlrsFfKpjU5Nz5Ky0r8iYo9R6XRIKgtCF1ZpdnJmg=mo,"ok, bagus",5,0,4.13.0,2025-07-22 05:42:45,,,4.13.0,Positif,ok bagus,ok bagus,"['ok', 'bagus']",oke bagus,['bagus'],['bagus']
8d08a38d-3943-4ec6-a924-db50c7e10907,ITA HENITA,https://play-lh.googleusercontent.com/a-/ALV-UjVPkMGRAQ-KOOOJw5xfzOMS6Lmj38C2JH3WYa1QwjKHA5P8_nuo,👍👍👍👍👍,5,0,,2025-07-22 05:41:52,,,,Positif,,,[],,[],[]
2ada5bc8-c8f6-4247-a65b-a06eeee7c534,Wildan Maulana,https://play-lh.googleusercontent.com/a/ACg8ocIR1XPDWG3xJAS-ARTR5xt8T_ulbjLt515QNcPmtj0kYp4RZw=mo,"aplikasi sampahh, verifikasi wajah gagal terus",1,0,4.12.0,2025-07-22 05:41:07,,,4.12.0,Negatif,aplikasi sampahh verifikasi wajah gagal terus,aplikasi sampahh verifikasi wajah gagal terus,"['aplikasi', 'sampahh', 'verifikasi', 'wajah', 'gagal', 'terus']",aplikasi sampahh verifikasi wajah gagal terus,['sampahh'],['sampahh']
f0a5a3f5-e8dc-4c98-943d-067bfae8def1,kank amo,https://play-lh.googleusercontent.com/a-/ALV-UjUfdo15BTUue39D9JphBLtKGwBmNUV_IDz2biPNMixy2WG-Z58,selalu gagal saat swap/verifikasi photo jadi tidak bisa daftar acount.,2,0,4.13.0,2025-07-22 05:41:06,,,4.13.0,Negatif,selalu gagal saat swapverifikasi photo jadi tidak bisa daftar acount,selalu gagal saat swapverifikasi photo jadi tidak bisa daftar acount,"['selalu', 'gagal', 'saat', 'swapverifikasi', 'photo', 'jadi', 'tidak', 'bisa', 'daftar', 'acount']",selalu gagal saat swapverifikasi photo jadi tidak bisa daftar acount,"['swapverifikasi', 'photo', 'acount']","['swapverifikasi', 'photo', 'acount']"
